,id,price_tnd,price_eur,location,city,governorate,Area,pieces,room,bathroom,age,state,latt,long,distance_to_capital,garage,garden,concierge,beach_view,mountain_view,pool,elevator,furnished,equipped_kitchen,central_heating,air_conditioning
5334,b6fb79d9-410b-4d46-82a0-7e1a03b7a157,310000.0,96100.0,Cité El Wafa,Nabeul,Nabeul,107.0,3.0,2.0,1.0,0,2.0,36.45056,10.73505,72.8250683705131,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
5336,e19f2444-1db8-4657-a08e-87a711890c90,300000.0,93000.0,Cité El Wafa,Nabeul,Nabeul,107.0,3.0,2.0,1.0,0,2.0,36.439144,10.684428,68.8565819832866,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
5338,2765e8b4-9999-49d8-8c83-35e22c48bd35,273000.0,84630.0,Bhar Lazreg,La Marsa,tunis,107.0,3.0,2.0,1.0,0,2.0,36.872780951348,10.2919096608308,14.2592951911901,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
5339,ecf4b8c6-29e2-4882-9007-77ce47564cbb,229000.0,70990.0,Nouvelle Ariana,Ariana Ville,Ariana,107.0,3.0,2.0,1.0,5-10 ,1.0,36.8604803,10.1604276,6.35569878104929,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5340,d13be4af-7a70-4412-ae8d-2bd4f8f6da9b,210000.0,65100.0,Raoued,Raoued,Ariana,107.0,3.0,2.0,1.0,0,2.0,36.954444,10.191389,16.228614774176,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
5341,45eaad36-5543-4dff-8335-bb3ef30b2eaf,210000.0,65100.0,Raoued,Raoued,Ariana,107.0,3.0,2.0,1.0,0,2.0,36.954444,10.191389,16.228614774176,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
5342,13bf0aa5-8d5d-4412-b72b-d3ed304a56ac,199000.0,61690.0,Le Bardo,Le Bardo,tunis,107.0,3.0,2.0,1.0,0,1.0,36.83017,10.13736,5.54992694975533,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5346,4e8fca8b-47df-42e0-8904-161c06578cb4,368000.0,114080.0,Gammarth,La Marsa,tunis,106.0,3.0,2.0,2.0,5-10 ,1.0,36.876389,10.325278,17.7221901283016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
5347,fb9c899d-e5a0-418a-a0da-4c04f3fde38e,350000.0,108500.0,La Marsa,La Marsa,tunis,106.0,3.0,2.0,1.0,5-10 ,1.0,36.876389,10.325278,17.7221901283016,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
5348,c199fb6c-b651-4d1e-8642-61cedcb8fe6e,312500.0,96875.0,Cité El Wafa,Nabeul,Nabeul,106.0,3.0,2.0,1.0,0,2.0,36.4386842771386,10.6938512695313,69.7388964453816,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
5349,6cb3fdba-bbb1-4b1f-bcae-e991df3c9858,299400.0,92814.0,Cité El Wafa,Nabeul,Nabeul,106.0,3.0,2.0,1.0,0,2.0,36.45056,10.73505,72.8250683705131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5350,62277050-4d88-4f1a-83ab-6326d5a956a6,275000.0,85250.0,Sidi El Mahrsi,Nabeul,Nabeul,106.0,3.0,2.0,1.0,5-10 ,1.0,36.45056,10.73505,72.8250683705131,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
5353,040d6561-409f-43e7-8b88-d2c9526addc3,185000.0,57350.0,Borj Cedria,Hammam Chatt,Ben Arous,106.0,3.0,2.0,1.0,0,2.0,36.0683,9.97244,84.0946305610268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5354,55934f20-824b-47fc-9c6a-82043947890a,185000.0,57350.0,Les Jardins de Carthage,Le Kram,tunis,106.0,3.0,2.0,1.0,5-10 ,1.0,36.8555704,10.291834,13.3921571408067,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
5356,4db2441e-40ea-4cda-8410-3b971ee5cf8b,450000.0,139500.0,Centre Urbain Nord,Cité El Khadra,tunis,105.0,3.0,2.0,2.0,1-5 ,1.0,36.8454047,10.1850933,4.27656460383338,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
5359,22321833-b064-4a8d-bacd-878e24166eb6,380000.0,117800.0,La Soukra,La Soukra,Ariana,105.0,3.0,2.0,2.0,1-5 ,1.0,36.883333,10.25,11.3450822580238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
5361,1b5ea94e-73cb-4932-8b63-31ee87131e3d,366000.0,113460.0,Chotrana 1,La Soukra,Ariana,105.0,3.0,2.0,2.0,0,2.0,36.883333,10.25,11.3450822580238,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
5362,69de44b9-815b-43f3-b831-c0731672c9bb,336000.0,104160.0,Nabeul,Nabeul,Nabeul,105.0,3.0,2.0,1.0,0,2.0,36.4447526662994,10.7337834159897,73.0480210904393,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
5363,1fcf8264-a122-42cf-aa15-29f5d6522eb8,323000.0,100130.0,Cité El Wafa,Nabeul,Nabeul,105.0,3.0,2.0,1.0,0,2.0,36.45056,10.73505,72.8250683705131,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
5364,86322477-189c-40ac-8bce-4474514dd666,290000.0,89900.0,Cité El Wafa,Nabeul,Nabeul,105.0,3.0,2.0,1.0,1-5 ,1.0,36.45056,10.73505,72.8250683705131,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
5367,46208158-365c-4188-bae9-a53de4d0bde6,260000.0,80600.0,Carthage Byrsa,Carthage,tunis,105.0,3.0,2.0,2.0,5-10 ,1.0,36.8531960308233,10.3124844851878,15.4350614374223,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
5369,3aa22a73-6627-42e7-b695-6110f471c7f0,249000.0,77190.0,Ezzahra,Ezzahra,Ben Arous,105.0,3.0,2.0,1.0,1-5 ,2.0,36.738700721478,10.3077445983887,15.8775449690081,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
5370,25e7d470-6a77-4709-a98e-79b764e7ae55,235000.0,72850.0,Cité Ennkhilet,Raoued,Ariana,105.0,3.0,2.0,1.0,1-5 ,1.0,36.954444,10.191389,16.228614774176,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
5371,4160b508-a10d-4ca0-8963-39aa7d529466,235000.0,72850.0,Cité Ennkhilet,Raoued,Ariana,105.0,3.0,2.0,1.0,5-10 ,1.0,36.89316,10.195541,9.61185093716481,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
5372,b9a3e389-b2fc-422e-a9c5-4f0898b82637,220000.0,68200.0,Cité Ennasr 2,Ariana Ville,Ariana,105.0,3.0,2.0,1.0,5-10 ,1.0,36.8625,10.19556,6.32498837542227,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
5374,1caffa55-a893-43e9-afe6-4749a44d5566,195000.0,60450.0,Ariana,Ariana Ville,Ariana,105.0,3.0,2.0,1.0,1-5 ,1.0,36.8625,10.19556,6.32498837542227,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
5375,dc37b634-f103-4d8b-a262-8cae4f2058e1,190000.0,58900.0,Cité El Agba,Monastir Ville,Monastir,105.0,3.0,2.0,1.0,10-20 ,1.0,35.7678,10.8225,134.077396594029,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
5376,61788e5b-b864-4d80-930e-917c0892df4e,100000.0,31000.0,Nabeul,Nabeul,Nabeul,105.0,3.0,2.0,1.0,5-10 ,1.0,36.45056,10.73505,72.8250683705131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5384,371eb10c-2a07-4267-9c0b-686a9f6437e7,350000.0,108500.0,Hammamet Sud,Hammamet,Nabeul,104.0,3.0,2.0,1.0,0,2.0,36.40108,10.61457,65.4597220191691,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
5386,36fb6fc6-666f-4bb4-b890-ee81635fbef5,270000.0,83700.0,Nabeul,Nabeul,Nabeul,104.0,3.0,2.0,1.0,5-10 ,1.0,36.45056,10.73505,72.8250683705131,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
5387,00765a81-aca0-4fe2-af76-4a72575c1e64,250896.0,77777.76,Cité Ennkhilet,Raoued,Ariana,104.0,3.0,2.0,1.0,0,2.0,36.8793282289745,10.1864765716805,7.98973024118805,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
5389,76a3a2c6-5acf-43ae-81f7-d1b70247a2d7,210000.0,65100.0,Sousse Riadh,Sousse Riadh, Sousse,104.0,3.0,2.0,1.0,1-5 ,1.0,35.81433,10.63392,119.603210703078,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
5391,c4d82ad8-e3d1-46a2-92aa-4f8ccc636fe9,150000.0,46500.0,Hammamet,Hammamet,Nabeul,104.0,3.0,3.0,1.0,5-10 ,1.0,36.40108,10.61457,65.4597220191691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5393,a354e63a-c3cc-4f37-845a-49d4d12808a6,595000.0,184450.0,Les Jardins de Carthage,Le Kram,tunis,103.0,3.0,2.0,2.0,0,2.0,36.8499044527242,10.3003162538452,14.0395207208264,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
5394,f867a7f9-b250-493b-9cbe-e19ead7746e3,340000.0,105400.0,Aouina,La Marsa,tunis,103.0,3.0,2.0,1.0,0,2.0,36.876389,10.325278,17.7221901283016,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
5395,38120bb0-8783-4d9b-bdbe-38eb5734d4be,330000.0,102300.0,Hammamet,Hammamet,Nabeul,103.0,3.0,2.0,1.0,0,2.0,36.40108,10.61457,65.4597220191691,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
5396,26ff7de4-3dd4-4edf-a1e6-093692ae3d53,330000.0,102300.0,Hammamet,Hammamet,Nabeul,103.0,3.0,2.0,1.0,0,2.0,36.40108,10.61457,65.4597220191691,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
5397,f98868d5-ebd3-448c-8db7-b3b9b0387fcf,290000.0,89900.0,Cité El Wafa,Nabeul,Nabeul,103.0,3.0,2.0,1.0,0,2.0,36.4342649395165,10.6935079467773,69.9876957990564,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
5398,a9e60a5e-bb93-43cb-b13e-96b8cc0e8389,290000.0,89900.0,Cité El Wafa,Nabeul,Nabeul,103.0,3.0,2.0,1.0,0,2.0,36.45056,10.73505,72.8250683705131,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
5399,e2fddd68-e7ac-4424-a89b-c2b9a0f0f45e,290000.0,89900.0,Cité El Wafa,Nabeul,Nabeul,103.0,3.0,2.0,1.0,0,2.0,36.439144,10.684428,68.8565819832866,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
5400,6aa43804-a4f3-4aef-accb-d081fa37896f,278000.0,86180.0,Ain Zaghouan Nord,La Marsa,tunis,103.0,3.0,2.0,1.0,1-5 ,2.0,36.861454269494,10.2728354493408,11.8028751817271,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
5401,c413eb5f-31d9-4acc-b62a-3561896887c1,250000.0,77500.0,Cité El Behi Ladghem,La Soukra,Ariana,103.0,3.0,3.0,1.0,5-10 ,1.0,36.6938694,10.2622167,15.2468224381805,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
5402,bfae57b2-7e24-423a-910e-65071ac51829,202040.0,62632.4,El Mourouj 6,El Mourouj,Ben Arous,103.0,3.0,2.0,1.0,0,2.0,36.6938694,10.2622167,15.2468224381805,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
5405,a7b6fdb7-d08c-4396-ae3d-09b54f25cf8c,431000.0,133610.0,Le Kram,Le Kram,tunis,102.0,3.0,2.0,2.0,0,2.0,36.833333,10.316667,15.3139811663917,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
5407,0fc2944d-abe2-4da9-a8f0-6f5382c777ed,428000.0,132680.0,Les Jardins de Carthage,Le Kram,tunis,102.0,3.0,2.0,1.0,0,2.0,36.8555704,10.291834,13.3921571408067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5408,61ffef15-d689-42d5-b801-cbd849c768db,290000.0,89900.0,El Kantaoui,Hammam Sousse, Sousse,102.0,3.0,2.0,1.0,5-10 ,1.0,35.8569,10.5972,113.681036216882,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
5409,0f29ac58-8c8b-49fa-a2b7-3a3ec20fc557,270750.0,83932.5,Aouina,La Marsa,tunis,102.0,3.0,2.0,1.0,0,2.0,36.876389,10.325278,17.7221901283016,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
5415,ecb224f7-a95b-4e1d-8a96-72ecb3c1a64f,283000.0,87730.0,Cité El Wafa,Nabeul,Nabeul,101.0,3.0,2.0,1.0,0,2.0,36.4406176582156,10.6883581054688,69.1184136074663,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
5420,41f2d4c6-3b4e-423d-9605-8052971f06b6,430000.0,133300.0,La Marsa,La Marsa,tunis,100.0,3.0,2.0,2.0,0,2.0,36.8941992,10.2762232,14.249053168265,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5421,0cdf34c4-3f89-4ebf-814f-12115ac7ecfd,420000.0,130200.0,Hammamet Nord,Hammamet,Nabeul,100.0,3.0,2.0,1.0,1-5 ,2.0,36.4062464907242,10.5830692848241,62.5323987425996,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
5425,03137afa-a3cc-44fc-829a-b3ac17cb631d,400000.0,124000.0,Les Berges Du Lac 1,La Marsa,tunis,100.0,3.0,2.0,2.0,5-10 ,1.0,36.876389,10.325278,17.7221901283016,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
5426,b7966e73-37e9-427c-9476-9fb5ec33cc80,390000.0,120900.0,El Menzah 9,El Menzah,tunis,100.0,3.0,2.0,1.0,0,2.0,36.8482637,10.1410889,6.40986136903085,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
5427,2e1aa417-568e-4ad4-98a0-d9ce3c32ed90,385000.0,119350.0,Tantana,Akouda, Sousse,100.0,3.0,2.0,1.0,1-5 ,1.0,35.87,10.57,111.167790931873,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5428,21a72c14-cf23-4d25-b96b-91bc88c92347,370000.0,114700.0,La Marsa,La Marsa,tunis,100.0,3.0,2.0,1.0,"10,20",0.0,36.876389,10.325278,17.7221901283016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5435,dca34b6d-d11c-493d-b2ec-bd8bf03809e7,320000.0,99200.0,Hammamet Nord,Hammamet,Nabeul,100.0,3.0,2.0,2.0,1-5 ,1.0,36.40108,10.61457,65.4597220191691,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
5437,b2514fa1-1356-43c0-8866-0f1109716971,310000.0,96100.0,El Kantaoui,Hammam Sousse, Sousse,100.0,3.0,2.0,1.0,5-10 ,1.0,35.898175,10.58025,108.792931586895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5438,ef7400d8-5f6e-4416-a092-c49fd296a115,309927.0,96077.37,Cité El Wafa,Nabeul,Nabeul,100.0,3.0,2.0,1.0,0,2.0,36.45056,10.73505,72.8250683705131,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
5439,c4ac529c-bda8-4c50-8617-39965dd51a14,309900.0,96069.0,Cité El Wafa,Nabeul,Nabeul,100.0,3.0,2.0,1.0,0,2.0,36.45056,10.73505,72.8250683705131,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
5441,f9faaff0-e460-4afc-befe-139af6c679df,282000.0,87420.0,Cité El Wafa,Nabeul,Nabeul,100.0,3.0,2.0,2.0,0,2.0,36.4363390938386,10.6920011629976,69.7195938661884,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
5442,3ea6893e-ab55-43d4-a578-11d7451ef22d,280000.0,86800.0,Cité Ain Meriem,Bizerte Nord,Bizerte,100.0,3.0,2.0,1.0,1-5 ,2.0,37.272,9.8708,61.5759176301761,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
5445,21cf92d8-f33a-4c03-96fe-8ffffff991e5,280000.0,86800.0,Cité El Wafa,Nabeul,Nabeul,100.0,3.0,2.0,1.0,0,2.0,36.439144,10.684428,68.8565819832866,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
5449,bd28a7ff-1c0d-48c3-bd0c-f4817d3aea02,280000.0,86800.0,Ain Zaghouan Nord,La Marsa,tunis,100.0,3.0,2.0,1.0,5-10 ,1.0,36.8623859,10.2835035,12.8858498428236,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
5451,d9a91f18-06dd-4e42-b6ee-05b8331ad67c,280000.0,86800.0,Aouina,La Marsa,tunis,100.0,3.0,2.0,1.0,0,2.0,36.8533886,10.2504908,9.2292545045686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5452,9f938b52-1007-4ff5-a687-bd76f9d771b6,275000.0,85250.0,Cité El Wafa,Nabeul,Nabeul,100.0,3.0,2.0,1.0,0,2.0,36.439144,10.684428,68.8565819832866,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
5454,226eb7cc-cc9d-44b7-98e9-f750f2b9f9c2,275000.0,85250.0,Cité El Wafa,Nabeul,Nabeul,100.0,3.0,2.0,1.0,0,2.0,36.45056,10.73505,72.8250683705131,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
5455,7e360c06-e141-4d41-8b3c-306095e7e416,270000.0,83700.0,Cité Ennasr 2,Ariana Ville,Ariana,100.0,3.0,2.0,1.0,1-5 ,2.0,36.8625,10.19556,6.32498837542227,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
5456,a6ed3d40-ebc7-4389-965e-dc31fe1d0259,270000.0,83700.0,Cité El Wafa,Nabeul,Nabeul,100.0,3.0,2.0,1.0,0,2.0,36.4360376567185,10.6925282230283,69.7864295282365,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
5462,d12d2f87-8ad2-469c-b4a9-685333a44bf6,265000.0,82150.0,Ain Zaghouan Nord,La Marsa,tunis,100.0,3.0,2.0,1.0,1-5 ,1.0,36.8533628452257,10.2504908,9.22768787965275,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
5465,aeb04d0f-2462-46fe-87eb-8b138c05b540,260000.0,80600.0,La Marsa,La Marsa,tunis,100.0,3.0,2.0,1.0,1-5 ,2.0,36.8676001787745,10.3815829316406,23.23082050829,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
5466,8c5ab68e-73fa-40d3-922f-b046ccd49c47,250000.0,77500.0,El Menzah 7,Ariana Ville,Ariana,100.0,3.0,2.0,2.0,5-10 ,1.0,36.8524946,10.1577208,5.68618720712788,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
5467,97ef1d1c-3438-48e7-a425-64b8f8d247e5,250000.0,77500.0,El Menzah 7,Ariana Ville,Ariana,100.0,3.0,2.0,2.0,5-10 ,1.0,36.8625,10.19556,6.32498837542227,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
5468,4f13fd28-2ca4-40e3-a071-009f27fffcf8,240000.0,74400.0,Cité Ennasr 1,Ariana Ville,Ariana,100.0,3.0,2.0,1.0,10-20 ,1.0,36.8625,10.19556,6.32498837542227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5472,bad06a5c-d7ec-4586-b342-7f047d32c310,235000.0,72850.0,Aouina,La Marsa,tunis,100.0,3.0,2.0,1.0,10-20 ,1.0,36.876389,10.325278,17.7221901283016,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
5474,54275b57-9761-4d7e-9d8b-ab90c014c46e,220000.0,68200.0,Cité El Wafa,Nabeul,Nabeul,100.0,3.0,2.0,1.0,0,1.0,36.45056,10.73505,72.8250683705131,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
5477,6141f866-1bf9-4b79-a97c-b45e4ff0b68e,220000.0,68200.0,Bab Bhar,Tunis,tunis,100.0,3.0,2.0,1.0,30-50 ,1.0,36.799163,10.175608,1.0363590559914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5478,bc5ff5ba-9745-4e15-b1c4-474da934a69a,210000.0,65100.0,Chotrana 1,La Soukra,Ariana,100.0,3.0,2.0,1.0,5-10 ,1.0,36.883333,10.25,11.3450822580238,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
5484,03d945ed-817a-4445-8bdc-6649b511d44e,205700.0,63767.0,Djerba,Djerba,Djerba,100.0,3.0,2.0,1.0,0,0.0,33.8122484072199,10.9869938727095,339.311326144123,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5485,808a8e7a-cd48-45af-94fe-3f06a441aa78,190000.0,58900.0,Aouina,La Marsa,tunis,100.0,3.0,2.0,1.0,10-20 ,1.0,36.8533886,10.2504908,9.2292545045686,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
5488,ab10bcf4-5acd-42b2-b699-0482310dc232,175000.0,54250.0,El Mourouj 6,El Mourouj,Ben Arous,100.0,3.0,3.0,1.0,1-5 ,1.0,36.6938694,10.2622167,15.2468224381805,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
5489,c9838e36-3d3f-4c98-8841-a2a9d67b2401,175000.0,54250.0,Monastir Ville,Monastir Ville,Monastir,100.0,3.0,2.0,1.0,1-5 ,2.0,35.7678,10.8225,134.077396594029,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
5492,fce93391-40b7-4939-b8b2-9d579915ece5,160000.0,49600.0,Nouvelle Medina,Nouvelle Medina,Ben Arous,100.0,3.0,2.0,2.0,5-10 ,1.0,36.78898,10.18348,1.93004994234137,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
5493,375ea89c-8de9-44ec-8f6f-b32929971f0c,160000.0,49600.0,La Manouba,La Manouba,La Manouba,100.0,3.0,3.0,1.0,10-20 ,1.0,36.77855,10.05538,14.3537727228831,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5501,3b7dd454-434e-4da3-aff4-9f2052f3a0de,110000.0,34100.0,Borj Louzir,La Soukra,Ariana,100.0,3.0,2.0,1.0,5-10 ,1.0,36.8650901,10.2123551,7.27222631549826,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
5502,3fd6db7b-87dc-4048-ba95-fda006890276,105000.0,32550.0,Cité Ennajet,Jedaida,La Manouba,100.0,3.0,2.0,2.0,10-20 ,1.0,36.8094099,9.9089889,30.3035267006511,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5530,852493dc-21c3-48d2-848a-309820cf3929,280000.0,86800.0,Aouina,La Marsa,tunis,99.0,3.0,2.0,1.0,5-10 ,1.0,36.8533886,10.2504908,9.2292545045686,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5531,7e5a84f3-4f9f-4f91-b147-bacdd65ebc2b,235000.0,72850.0,Cité Ennasr 1,Ariana Ville,Ariana,99.0,3.0,2.0,1.0,10-20 ,1.0,36.8625,10.19556,6.32498837542227,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5533,71af7197-72c9-4996-aeb5-3890f00a0e75,180000.0,55800.0,El Mourouj 6,El Mourouj,Ben Arous,99.0,3.0,2.0,1.0,5-10 ,2.0,36.6938694,10.2622167,15.2468224381805,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5535,dacaebdd-1e95-4f36-a3d5-197a858526e8,150000.0,46500.0,Borj Cedria,Hammam Chatt,Ben Arous,99.0,3.0,2.0,2.0,1-5 ,1.0,36.0683,9.97244,84.0946305610268,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
5537,f9554745-5474-48d1-b954-7bd67cd4c61f,274000.0,84940.0,Cité El Wafa,Nabeul,Nabeul,98.0,3.0,2.0,1.0,0,2.0,36.45056,10.73505,72.8250683705131,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
5540,03b71fc3-77db-4d6e-b1f4-e149df7acc1f,250000.0,77500.0,Carthage Byrsa,Carthage,tunis,98.0,3.0,2.0,1.0,10-20 ,1.0,36.5046,10.19186,33.0606548867502,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
5547,3ae94009-9319-45e8-ba27-e5bc434bf6a1,264000.0,81840.0,Cité el Ghazela,Raoued,Ariana,97.0,3.0,2.0,1.0,0,2.0,36.954444,10.191389,16.228614774176,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
5551,39d9fb7e-5eb8-4442-888b-4339cd568f5a,170000.0,52700.0,Hammamet Nord,Hammamet,Nabeul,97.0,3.0,2.0,1.0,0,2.0,36.40108,10.61457,65.4597220191691,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5554,5ba4bc4a-181f-4cb5-a30a-4ebeca665860,120000.0,37200.0,Zone Touristique,Tabarka,Jendouba,97.0,3.0,2.0,1.0,20-30 ,1.0,36.9399270827551,8.79929873046874,154.388789426367,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
5557,a8df97b2-a245-4e13-b4b1-ba97652b9802,430000.0,133300.0,Sidi Daoued,La Marsa,tunis,96.0,3.0,2.0,2.0,0,2.0,36.876389,10.325278,17.7221901283016,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
