,id,price_tnd,price_eur,location,city,governorate,Area,pieces,room,bathroom,age,state,latt,long,distance_to_capital,garage,garden,concierge,beach_view,mountain_view,pool,elevator,furnished,equipped_kitchen,central_heating,air_conditioning
5559,0598c6f7-f0f4-49e0-a328-5efc4221e071,370000.0,114700.0,El Kantaoui,Hammam Sousse, Sousse,96.0,3.0,2.0,1.0,5-10 ,1.0,35.898175,10.58025,108.792931586895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5564,fcb64072-2c08-41e7-ba09-60898d70c88e,215000.0,66650.0,Aouina,La Marsa,tunis,96.0,3.0,2.0,1.0,5-10 ,1.0,36.8533886,10.2504908,9.2292545045686,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
5566,01165b29-93d5-46a2-b47d-b2b3ba9a27ca,175000.0,54250.0,Ariana,Ariana Ville,Ariana,96.0,3.0,4.0,2.0,10-20 ,1.0,36.8625,10.19556,6.32498837542227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
5571,2cef52a5-6c44-43aa-a2bb-01f15e1f4fe6,266000.0,82460.0,Cité El Wafa,Nabeul,Nabeul,95.0,3.0,2.0,1.0,0,2.0,36.45056,10.73505,72.8250683705131,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
5576,b54cb53c-982e-4105-a18f-18cc1f5a12a9,227904.0,70650.24,Cité Ennkhilet,Raoued,Ariana,95.0,3.0,2.0,1.0,0,2.0,36.8793282289745,10.1864765716805,7.98973024118805,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
5577,b9191556-ea36-4f20-9b0f-8fb83a1e0fe4,227000.0,70370.0,Cité Ennkhilet,Raoued,Ariana,95.0,3.0,2.0,1.0,0,2.0,36.8793282289745,10.1864765716805,7.98973024118805,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
5578,070604fa-2372-4fe9-8586-01fb34ad59a2,220000.0,68200.0,El Menzah 1,El Menzah,tunis,95.0,3.0,3.0,1.0,10-20 ,0.0,36.845235,10.164723,4.6317218774898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5579,86a5d74d-f72d-48ce-9f1b-255967be8c41,195000.0,60450.0,Hammamet Nord,Hammamet,Nabeul,95.0,3.0,2.0,1.0,1-5 ,2.0,36.40108,10.61457,65.4597220191691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
5585,8d15fc8a-a1d8-4f78-8b27-1d9ebb84b4ac,450000.0,139500.0,La Marsa,La Marsa,tunis,94.0,3.0,2.0,1.0,10-20 ,0.0,36.876389,10.325278,17.7221901283016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5586,d28f242b-9d3b-40d3-845a-304400bc0eac,365000.0,113150.0,Hammamet,Hammamet,Nabeul,94.0,3.0,2.0,1.0,0,2.0,36.40108,10.61457,65.4597220191691,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
5587,84ea62ce-8733-41fa-9afc-08566976fc73,365000.0,113150.0,Hammamet,Hammamet,Nabeul,94.0,3.0,2.0,1.0,0,2.0,36.40108,10.61457,65.4597220191691,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
5592,a15d76f8-d4c7-4a03-b179-498cb36ef170,125000.0,38750.0,Khezama,Sousse Jaouhara, Sousse,94.0,3.0,2.0,1.0,30-50 ,1.0,35.832439,10.622471,117.273190424209,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5595,22e88eef-b6cd-4f33-920e-75d0e5ac30c1,430000.0,133300.0,Hammamet,Hammamet,Nabeul,93.0,3.0,2.0,1.0,0,2.0,36.40108,10.61457,65.4597220191691,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
5596,b0cbe544-5d1d-4b4d-a207-368ced3f16d1,371000.0,115010.0,Aouina,La Marsa,tunis,93.0,3.0,2.0,1.0,0,2.0,36.876389,10.325278,17.7221901283016,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
5605,f1f8347d-80b4-47b1-b50c-57f1e20b1786,137000.0,42470.0,Cité el Ghazela,Raoued,Ariana,93.0,3.0,2.0,1.0,10-20 ,0.0,36.53203,10.1048,31.2297929750813,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5610,b8a6a10d-c49f-471e-b9a6-d442831fb496,261000.0,80910.0,El Kantaoui,Hammam Sousse, Sousse,92.0,3.0,2.0,2.0,10-20 ,2.0,35.894835455564,10.5920027138336,109.662348076851,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
5613,7eb3a84e-adaf-4214-a16d-f52384118e86,155000.0,48050.0,Cité Essahafa,Raoued,Ariana,92.0,3.0,2.0,1.0,1-5 ,1.0,36.954444,10.191389,16.228614774176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
5617,e1e037db-875f-4afc-965e-27ae22dbde8f,120000.0,37200.0,Sidi Hassine,Sidi Hassine,tunis,91.0,3.0,2.0,1.0,0,2.0,36.81881,10.16596,2.19113226059161,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
5621,c61ba3d4-05c9-4a8a-b5f4-f6f0952b24a2,270000.0,83700.0,Beni Khiar,Beni Khiar,Nabeul,90.0,3.0,2.0,1.0,5-10 ,1.0,36.4528586546452,10.7805592700923,77.021613876219,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
5630,e9c63632-1154-4bb1-a9fb-cb593cdc1587,240000.0,74400.0,Ain Zaghouan Nord,La Marsa,tunis,90.0,3.0,2.0,1.0,1-5 ,1.0,36.876389,10.325278,17.7221901283016,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
5634,c9cd2a0a-d932-4a50-8f1e-b3be38d63136,205000.0,63550.0,La Soukra,La Soukra,Ariana,90.0,3.0,2.0,1.0,10-20 ,1.0,36.883333,10.25,11.3450822580238,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
5635,7276d122-e70e-4fd1-a0bd-800650f3e3a6,200000.0,62000.0,Raoued,Raoued,Ariana,90.0,3.0,3.0,2.0,1-5 ,2.0,36.954444,10.191389,16.228614774176,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
5639,4f5e5025-520d-4a6b-b5eb-9b785c702aa2,195000.0,60450.0,La Soukra,La Soukra,Ariana,90.0,3.0,2.0,1.0,1-5 ,1.0,36.883333,10.25,11.3450822580238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5643,4fd718a3-9e95-4631-b02e-d09a52d3d6a1,160000.0,49600.0,Cité Jardins,Cité El Khadra,tunis,90.0,3.0,2.0,1.0,5-10 ,1.0,36.823935,10.226369,5.34160174854717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
5645,fc59dca9-d8dd-4758-a80d-6ec2d9b71be6,150000.0,46500.0,Nabeul,Nabeul,Nabeul,90.0,3.0,2.0,1.0,20-30 ,1.0,36.45056,10.73505,72.8250683705131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5646,554b3629-2fa1-4aa0-916e-524e7951e91b,149000.0,46190.0,Hammam Lif,Hammam Lif,Ben Arous,90.0,3.0,2.0,1.0,10-20 ,1.0,36.7311,10.3277,18.230347164571,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
5648,24fccfc7-e046-461c-9602-202a33e20c70,140000.0,43400.0,Cité El Khadra,Cité El Khadra,tunis,90.0,3.0,2.0,1.0,20-30 ,1.0,36.823935,10.226369,5.34160174854717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5650,9eb05c97-7010-4408-ad98-4b9ea63ac639,135000.0,41850.0,Cité Ennkhilet,Raoued,Ariana,90.0,3.0,2.0,1.0,5-10 ,1.0,36.954444,10.191389,16.228614774176,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
5652,27a1fdb6-0a7d-4df9-93bb-ff3511da5312,120000.0,37200.0,Nabeul,Nabeul,Nabeul,90.0,3.0,2.0,1.0,20-30 ,0.0,36.45056,10.73505,72.8250683705131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5654,16dfaa4a-181b-46a9-aace-f0aa89de94b4,110000.0,34100.0,Cité Sncft,Rades,Ben Arous,90.0,3.0,2.0,2.0,20-30 ,1.0,36.7609,10.2736,11.3920349533352,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5670,a59493bf-8bd6-42b0-8c3e-590126e054ee,165000.0,51150.0,Hammam Sousse,Hammam Sousse, Sousse,88.0,3.0,2.0,1.0,1-5 ,1.0,35.8569,10.5972,113.681036216882,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
5671,8a3705ea-dce5-466b-9351-6f09d5895eed,140000.0,43400.0,Le Bardo,Le Bardo,tunis,88.0,3.0,3.0,1.0,5-10 ,1.0,36.8144703,10.1344725,5.30148623956287,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5676,488e139a-2085-42fc-a8af-d3129343938a,300000.0,93000.0,Hammamet Nord,Hammamet,Nabeul,87.0,3.0,2.0,2.0,1-5 ,2.0,36.5769,10.8582,79.3219085228316,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
5678,d06420a1-1ca7-4464-be85-a98def03820d,280000.0,86800.0,Cité Ennasr 2,Ariana Ville,Ariana,87.0,3.0,2.0,1.0,5-10 ,2.0,36.8625,10.19556,6.32498837542227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
5680,62764cb9-c79a-4365-9472-b1013fc9d0c5,210000.0,65100.0,Hammamet Nord,Hammamet,Nabeul,87.0,3.0,2.0,1.0,0,2.0,36.40108,10.61457,65.4597220191691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5681,5b129cdf-35c5-418c-81f4-29f04fdb1e50,120000.0,37200.0,Cité Frina,Monastir Ville,Monastir,87.0,3.0,2.0,1.0,10-20 ,1.0,35.7678,10.8225,134.077396594029,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5686,3d33ba5d-12e2-4115-a490-bfb5a1dfe2ee,234500.0,72695.0,Cité El Agba,Monastir Ville,Monastir,86.0,3.0,2.0,1.0,0,2.0,35.7678,10.8225,134.077396594029,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
5689,4092df5f-489d-41bb-a5a3-797ed85dea23,500000.0,155000.0,La Marsa,La Marsa,tunis,85.0,3.0,2.0,1.0,5-10 ,1.0,36.876389,10.325278,17.7221901283016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
5691,c9c20a64-9242-47d4-9e7e-afeae8f2724c,297000.0,92070.0,Skanes,Monastir Ville,Monastir,85.0,3.0,2.0,1.0,0,2.0,35.783333,10.833333,133.291557561126,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
5692,8760d8ef-52fd-4607-b05c-f50b64eaa766,280000.0,86800.0,Sidi El Mahrsi,Nabeul,Nabeul,85.0,3.0,2.0,1.0,0,2.0,36.45056,10.73505,72.8250683705131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5694,45b6bc22-9a3c-4d95-9923-837f965f84e8,260000.0,80600.0,Beni Khiar,Beni Khiar,Nabeul,85.0,3.0,2.0,1.0,1-5 ,1.0,36.47,10.78,76.0435588201412,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
5696,f073c22f-e581-4569-af06-17e6873ea0ae,250000.0,77500.0,Hammamet Nord,Hammamet,Nabeul,85.0,3.0,2.0,1.0,1-5 ,1.0,36.419773,10.661894,68.1327730498967,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
5700,f2446af8-cc50-4c10-85cc-f4bc2792c0c8,197000.0,61070.0,La Soukra,La Soukra,Ariana,85.0,3.0,2.0,1.0,1-5 ,1.0,36.883333,10.25,11.3450822580238,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
5701,671d62da-2d02-42b6-941c-e0bd21d67d2b,170000.0,52700.0,Rades Plage,Rades,Ben Arous,85.0,3.0,2.0,1.0,10-20 ,1.0,36.7609,10.2736,11.3920349533352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
5704,efb9bb55-256b-4eb2-82aa-71bd5ef8b73d,120000.0,37200.0,Radès,Rades,Ben Arous,85.0,3.0,2.0,1.0,1-5 ,1.0,36.7609,10.2736,11.3920349533352,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5707,825abe4f-ffa7-40a9-9988-ce709823cad2,100000.0,31000.0,Bhar Lazreg,La Marsa,tunis,85.0,3.0,2.0,1.0,1-5 ,1.0,36.876389,10.325278,17.7221901283016,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5711,c6c143f2-9105-4fb5-a686-620f732ef04f,320000.0,99200.0,Hammamet Sud,Hammamet,Nabeul,84.0,3.0,2.0,2.0,0,2.0,36.404007,10.568995,61.6001824908988,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
5712,9370c234-f0cb-44d0-9cc6-ef892d9c5225,280000.0,86800.0,Hammamet Nord,Hammamet,Nabeul,84.0,3.0,2.0,1.0,20-30 ,1.0,36.40108,10.61457,65.4597220191691,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
5714,ee39bd5b-7288-4bea-be9e-54e874dbd751,225000.0,69750.0,Ezzahra,Ezzahra,Ben Arous,84.0,3.0,2.0,1.0,1-5 ,2.0,36.89147,10.16262,9.53373908202624,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
5716,45cbd2a1-60ff-41b3-a220-1fb23d3cc315,175000.0,54250.0,Ariana,Ariana Ville,Ariana,84.0,3.0,2.0,1.0,5-10 ,1.0,36.8625,10.19556,6.32498837542227,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
5718,f236329f-5c08-4cd7-83c2-dfbd48de7cb8,160000.0,49600.0,El Mourouj 5,El Mourouj,Ben Arous,84.0,3.0,2.0,2.0,5-10 ,1.0,36.6938694,10.2622167,15.2468224381805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5721,448e7a9c-c87a-4dbf-8260-8feea8e00a5a,100000.0,31000.0,Mornag,Mornag,Ben Arous,84.0,3.0,3.0,1.0,5-10 ,1.0,36.68902,10.29964,18.3799491860473,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
5725,536be2c9-cb01-4767-b712-961eec171ade,331700.0,102827.0,Cité Ennasr 2,Ariana Ville,Ariana,82.0,3.0,2.0,1.0,0,2.0,36.8668483661051,10.171022361819,6.70683738490219,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
5728,85bf86fa-fff8-4948-92da-7b7b84cb981c,245000.0,75950.0,Hammamet,Hammamet,Nabeul,82.0,3.0,2.0,1.0,0,2.0,36.40108,10.61457,65.4597220191691,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
5729,af708480-0d41-48fa-9f9a-e28c1a8d5bcc,240000.0,74400.0,Sidi El Mahrsi,Nabeul,Nabeul,82.0,3.0,2.0,1.0,5-10 ,1.0,36.466135,10.748872,73.2483602753753,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
5731,c08dd8e6-e8f9-4b11-8dd1-aa5a0cb18581,145000.0,44950.0,Cité Panorama,Ezzahra,Ben Arous,82.0,3.0,2.0,1.0,20-30 ,1.0,36.89147,10.16262,9.53373908202624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5739,d0f470b2-2654-4fe8-811c-b11812d5c47f,250000.0,77500.0,Radès,Rades,Ben Arous,81.0,3.0,2.0,1.0,1-5 ,1.0,36.7609,10.2736,11.3920349533352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
5745,d07076d0-34c2-436c-9333-39b740e7ecfc,250000.0,77500.0,Les Jardins d'El Menzah 1,Ariana Ville,Ariana,80.0,3.0,2.0,1.0,1-5 ,2.0,36.8625,10.19556,6.32498837542227,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
5747,b7b33a40-c47b-4835-88df-a461f0731b12,245000.0,75950.0,Hammamet Nord,Hammamet,Nabeul,80.0,3.0,2.0,1.0,0,2.0,36.40108,10.61457,65.4597220191691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
5755,acb53e40-1a42-4c20-95ec-5a5236e07126,165000.0,51150.0,Bizerte Centre Ville,Bizerte Nord,Bizerte,80.0,3.0,2.0,1.0,5-10 ,1.0,37.272,9.8708,61.5759176301761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5756,17edff65-d70e-4dab-85f7-1edab9d5ad4f,165000.0,51150.0,Bizerte Centre Ville,Bizerte Nord,Bizerte,80.0,3.0,2.0,1.0,5-10 ,1.0,37.272,9.8708,61.5759176301761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5763,59df48cc-253a-4974-ba30-ac01d4551705,139000.0,43090.0,Djerba,Djerba,Djerba,80.0,3.0,2.0,1.0,0,2.0,33.8075978,10.8451467,336.063533301856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5767,b61c73e6-d9be-4cd5-9099-93226ff6e280,120000.0,37200.0,Les Jardins d'El Menzah 1,Ariana Ville,Ariana,80.0,3.0,2.0,1.0,5-10 ,1.0,36.8625,10.19556,6.32498837542227,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
5768,e135c8dd-8c2c-4f59-b69b-dec9c41ca5d7,120000.0,37200.0,Denden,La Manouba,La Manouba,80.0,3.0,2.0,1.0,20-30 ,1.0,36.77855,10.05538,14.3537727228831,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
5769,3843ed6b-6a74-409f-b518-f79d9eb8360a,109000.0,33790.0,Ariana,Ariana Ville,Ariana,80.0,3.0,2.0,1.0,0,1.0,36.8625,10.19556,6.32498837542227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5770,6032c1f1-414a-4356-8d4f-9f2ba571df61,105500.0,32705.0,Sidi Hassine,Sidi Hassine,tunis,80.0,3.0,2.0,1.0,0,2.0,36.81881,10.16596,2.19113226059161,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
5773,674ebdec-8514-4294-8b09-5440fb541e56,85000.0,26350.0,Hammam Lif,Hammam Lif,Ben Arous,80.0,3.0,2.0,1.0,20-30 ,0.0,36.7311,10.3277,18.230347164571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5774,114f8a75-d12f-4a54-aeea-e23bb3d67b15,69000.0,21390.0,Ksar Said,Le Bardo,tunis,80.0,3.0,2.0,1.0,10-20 ,1.0,36.83017,10.13736,5.54992694975533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5789,7a23908d-86e1-4a73-9b75-aaf3ee011bf0,132210.0,40985.1,Gabès,Gabès Ville,Gabès,78.0,3.0,2.0,1.0,0,2.0,33.8842,10.0926,320.024004872965,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
5790,7a88bfe8-e7fe-4d8a-a661-ad2e4b2ea4ae,132210.0,40985.1,Gabès,Gabès Ville,Gabès,78.0,3.0,2.0,1.0,0,2.0,33.8842,10.0926,320.024004872965,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
5793,bdac7e3c-9bc7-4d53-8d11-f1f03aa3e7da,230000.0,71300.0,Hammam Sousse,Hammam Sousse, Sousse,77.0,3.0,2.0,1.0,0,2.0,35.8569,10.5972,113.681036216882,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
5795,db9a47dd-2a4f-4be9-b6dd-1309bc0cf753,210000.0,65100.0,Cité El Wafa,Nabeul,Nabeul,76.0,3.0,2.0,1.0,1-5 ,2.0,36.4361984306906,10.694881237793,69.9893748566725,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
5796,25b19751-9d5a-4ff0-98f2-136aac842f0c,183600.0,56916.0,Cité Ennkhilet,Raoued,Ariana,76.0,3.0,2.0,1.0,0,2.0,36.8793282289745,10.1864765716805,7.98973024118805,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
5797,4c5dcaf8-d49c-4985-912b-e66b61561333,105000.0,32550.0,El Mourouj 5,El Mourouj,Ben Arous,76.0,3.0,2.0,1.0,10-20 ,1.0,36.6938694,10.2622167,15.2468224381805,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5803,78d54b20-868d-4469-a39e-052b17751ff2,220000.0,68200.0,Cité El Wafa,Nabeul,Nabeul,75.0,3.0,2.0,1.0,1-5 ,1.0,36.439144,10.684428,68.8565819832866,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
5804,aa1ba8d3-11f7-4805-8fce-87226156b1ca,175000.0,54250.0,Cité des Juges,La Marsa,tunis,75.0,3.0,2.0,1.0,"10,20",0.0,36.876389,10.325278,17.7221901283016,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
5807,f59d115f-5fcf-4b8b-9531-7f7c23dfeec2,75000.0,23250.0,Ksar Said,Le Bardo,tunis,75.0,3.0,2.0,1.0,30-50 ,2.0,36.83017,10.13736,5.54992694975533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5818,b53a28f9-2ede-4b0e-abe1-08b3e6e1c722,138000.0,42780.0,Cité Bou Mhel,Boumhel Bassatine,Ben Arous,73.0,3.0,2.0,1.0,10-20 ,1.0,36.57724,10.34246,30.8152660477654,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5825,6835f994-6cc7-4fd2-b5c3-e422bb87db00,450000.0,139500.0,El Kantaoui,Hammam Sousse, Sousse,70.0,3.0,2.0,1.0,0,2.0,35.8569,10.5972,113.681036216882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
5827,a12506c1-819a-47bd-a844-6ea7aa4ba7f3,230000.0,71300.0,El Menzah 1,El Menzah,tunis,70.0,3.0,2.0,1.0,1-5 ,1.0,36.845235,10.164723,4.6317218774898,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
5828,cf909988-368c-458b-a985-aef69cb14f14,220000.0,68200.0,Cité Ennasr 2,Ariana Ville,Ariana,70.0,3.0,2.0,1.0,10-20 ,1.0,33.8869,9.5375,327.765254316544,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
5829,340031d4-3a2c-49f4-86f9-f98e1bfc081d,195000.0,60450.0,El Menzah 7,Ariana Ville,Ariana,70.0,3.0,2.0,1.0,5-10 ,1.0,36.8524946,10.1577208,5.68618720712788,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
5833,0abc0bd1-54aa-46e3-a8cc-c4bf0504b5f9,134000.0,41540.0,La Marsa,La Marsa,tunis,70.0,3.0,2.0,1.0,0,1.0,36.876389,10.325278,17.7221901283016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5834,5f51886f-6973-4e06-b9e8-0f24b4ca0081,120000.0,37200.0,Cité Ennour Jaafar,Raoued,Ariana,70.0,3.0,2.0,1.0,1-5 ,1.0,36.9451839917518,10.1762398834838,15.1895088289779,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5835,47106e13-66e8-4b41-9e65-27da83ab512b,119000.0,36890.0,El Omrane,El Omrane,tunis,70.0,3.0,2.0,1.0,20-30 ,1.0,36.81881,10.16596,2.19113226059161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
5845,d6a3e858-bd23-41f1-9aec-5d9c22c476ea,115000.0,35650.0,Bab Bhar,Tunis,tunis,69.0,3.0,2.0,1.0,20-30 ,0.0,36.81881,10.16596,2.19113226059161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5846,c9788e43-1341-4c2b-9acc-414c03214637,235000.0,72850.0,Aouina,La Marsa,tunis,68.0,3.0,2.0,1.0,1-5 ,2.0,36.8533886,10.2504908,9.2292545045686,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
5848,0f07f996-56f0-4586-b998-6a70bd11197d,180000.0,55800.0,Cité El Wafa,Nabeul,Nabeul,67.0,3.0,1.0,1.0,0,2.0,36.45056,10.73505,72.8250683705131,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
5849,d85c26fb-7a79-471d-94f2-94002837246b,204000.0,63240.0,La Goulette,La Goulette,tunis,66.0,3.0,2.0,1.0,0,1.0,36.818056,10.305,13.7906672528899,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
5855,8f28a83d-78fe-4567-8a9c-72768647cc2e,285000.0,88350.0,Rades Meliane,Rades,Ben Arous,65.0,3.0,2.0,1.0,1-5 ,1.0,36.7609,10.2736,11.3920349533352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5863,99cd19f5-d5fc-476c-95b1-e258dbc0e48c,130000.0,40300.0,Carthage Byrsa,Carthage,tunis,65.0,3.0,2.0,1.0,10-20 ,1.0,36.8566,10.3258,16.956028959712,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5869,c3b75291-cff5-4fff-a2e2-571b14b11d47,210000.0,65100.0,Le Kram,Le Kram,tunis,60.0,3.0,2.0,1.0,10-20 ,1.0,36.8325498,10.3124463,14.8369415778658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5870,8b9e0690-c446-4752-9fb7-a4022020274c,148000.0,45880.0,Bab El Khadra,Tunis,tunis,60.0,3.0,2.0,1.0,20-30 ,2.0,36.81881,10.16596,2.19113226059161,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
5878,640327c1-379f-452a-9fca-2cbeee4d5bcd,65000.0,20150.0,Ezzahrouni,El Hrairia,tunis,50.0,3.0,2.0,1.0,20-30 ,1.0,36.81881,10.16596,2.19113226059161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
